community_id,size,total_strength,share
0,233,11287.0,0.46506986027944114
1,163,13027.0,0.3253493013972056
2,97,21059.0,0.1936127744510978
6,2,11.0,0.003992015968063872
5,2,9.0,0.003992015968063872
4,2,5.0,0.003992015968063872
3,2,2.0,0.003992015968063872
